"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000223972",3.14010557670517,0.846303570971645,0.655293353864868,1.2914881037328,0.196534477588942,0.52895922815358,"DDX11L1","100287102"
"ENSG00000237613",0.798367876629961,0.374878055641057,1.1416766061559,0.328357481987212,0.742641386808364,0.909928874715527,"FAM138A","645520"
"ENSG00000186092",1.349010555907,0.51072384772587,0.7588502415124,0.673023239352193,0.500932506362069,0.792269410826848,"OR4F5","79501"
"ENSG00000238009",9.84954152260049,-0.23961563119243,0.412807380579371,-0.580453844735362,0.561608603400731,0.827625631300662,"LOC100996442","100996442"
"ENSG00000230021",3.92374150707464,-0.710640909706515,0.524305469480437,-1.35539480526634,0.175291803823502,0.498718397158021,"LOC101928626","101928626"
"ENSG00000237491",164.586669901597,-0.621764977180089,0.284989258991989,-2.1817137227532,0.0291306675023228,0.181208813886629,"LINC01409","105378580"
"ENSG00000177757",35.7667503203041,-0.159775020112159,0.33091025856461,-0.482834895494672,0.629212971477749,0.861238089986088,"FAM87B","400728"
"ENSG00000225880",335.556717552955,-0.602108266882001,0.288280962949864,-2.08861612199733,0.0367422927435933,0.20967930980983,"LINC00115","79854"
"ENSG00000228794",1265.19492894328,0.259061235710675,0.162981133414595,1.58951671450013,0.111943783517795,0.398937278438832,"LINC01128","643837"
"ENSG00000230368",5.68240350995964,-0.912073607696331,0.67083236571236,-1.35961479247918,0.173951854585488,0.496745777507332,"FAM41C","284593"
"ENSG00000223764",174.969652911408,0.363622035457549,0.314007567378488,1.15800405223756,0.246862382750046,0.5871055975391,"LINC02593","100130417"
"ENSG00000187634",479.900484719856,0.534056858832433,0.401330252090233,1.33071667548341,0.183282253991636,0.510520296030775,"SAMD11","148398"
"ENSG00000188976",3877.67442646212,0.139182624393594,0.104229162835251,1.33535203207562,0.181761156391653,0.50874499178207,"NOC2L","26155"
"ENSG00000187961",1101.0500615994,-0.426721147444787,0.215859730870961,-1.97684461906365,0.0480591964111529,0.247514450343537,"KLHL17","339451"
"ENSG00000187583",140.097768985261,-1.22603535310112,0.447170220058188,-2.74176431726956,0.00611101717362361,0.0623981266215631,"PLEKHN1","84069"
"ENSG00000187642",55.5090730373399,-1.21220592065681,0.392613384207982,-3.08753081126408,0.00201826847998384,0.0273619541072095,"PERM1","84808"
"ENSG00000188290",525.097483322763,1.11685037687422,0.346354624517805,3.22458629916983,0.00126154827183792,0.0187754227578977,"HES4","57801"
"ENSG00000187608",838.598549757922,0.212495122818233,0.341394731235341,0.622432344076656,0.533657618075436,0.811527792667641,"ISG15","9636"
"ENSG00000188157",15484.4633410513,0.253763448580005,0.168966572465758,1.50185592852356,0.133134320571729,0.435738278000638,"AGRN","375790"
"ENSG00000217801",157.968137559973,-0.689731746830525,0.278622942836707,-2.47550233949957,0.0133048890037728,0.108599936401652,"LOC100288175","100288175"
"ENSG00000237330",5.09679914502208,0.682752057698544,0.465938158863249,1.46532762923787,0.142831551892877,0.450630962489054,"RNF223","401934"
"ENSG00000131591",1392.33488427523,0.172870122851161,0.215232488650068,0.803178571856865,0.421871528921913,0.740738663181032,"C1orf159","54991"
"ENSG00000223823",10.3395667111049,-2.52031932127271,0.519450133283261,-4.85189849763376,1.22285207191755e-06,4.30748307341611e-05,"LINC01342","254099"
"ENSG00000207730",0.958245059090496,-0.0274420013446905,0.949802242968,-0.0288923315857183,0.97695046157843,0.993422318656507,"MIR200B","406984"
"ENSG00000207607",0.911361011887633,1.24761142459663,0.965539761045179,1.29213883770681,0.196309068132626,0.528777291695741,"MIR200A","406983"
"ENSG00000198976",1.33778689401398,0.0398719761290348,0.815420749228342,0.048897426471876,0.961001039788702,0.988668845750713,"MIR429","554210"
"ENSG00000205231",11.7647272528913,-0.395172542528618,0.397090941651792,-0.995168867073134,0.31965414086934,0.659012809046377,"TTLL10-AS1","100506376"
"ENSG00000162571",41.155713635983,0.739316201024186,0.392608605586651,1.88308710126073,0.0596885649638625,0.282444937945393,"TTLL10","254173"
"ENSG00000186891",184.161798696333,-2.74545286974821,0.57925999328949,-4.73958654413087,2.14154752321287e-06,7.12718993892305e-05,"TNFRSF18","8784"
"ENSG00000186827",352.174473757696,-0.790940858755851,0.359629557444041,-2.19932105797206,0.0278551014006138,0.176111840311929,"TNFRSF4","7293"
"ENSG00000078808",8450.17920674703,0.176658629891942,0.142559748145982,1.23919010933607,0.215275102538994,0.551067378110119,"SDF4","51150"
"ENSG00000176022",1074.70062785861,0.183681551145147,0.219052833033975,0.838526252324973,0.401735209977206,0.725940204140038,"B3GALT6","126792"
"ENSG00000184163",59.1891414640594,0.459877687153528,0.311072258201388,1.4783629045307,0.139310668835861,0.445548989282874,"C1QTNF12","388581"
"ENSG00000160087",2803.78498362175,0.0523808770177146,0.133952121400465,0.391041787693052,0.695766348040613,0.890640652428818,"UBE2J2","118424"
"ENSG00000162572",980.330797838113,-0.371907894569533,0.265002352093975,-1.4034135607885,0.160493551505457,0.476007439367135,"SCNN1D","6339"
"ENSG00000131584",4971.29443158209,0.130058629391418,0.189958124071222,0.684670003072121,0.493552182055876,0.787560261091425,"ACAP3","116983"
"ENSG00000169972",461.675732111397,0.0851232335746264,0.156395482180159,0.5442819216259,0.586247485476067,0.839053778584643,"PUSL1","126789"
"ENSG00000127054",8950.52551563432,-0.0228963392105418,0.129300985880351,-0.177077839388858,0.859447248445398,0.957041792593491,"INTS11","54973"
"ENSG00000224051",1608.4768529962,-0.179275865287877,0.127014022768482,-1.41146513888988,0.158107507790877,0.47301778825966,"CPTP","80772"
